# command: python3 /Users/jenniferstiens/anaconda3/envs/python38/bin/transit pathway_enrichment output/resamp_all_perm_winz_pc5.tsv GSEA_files/Mbovis_sanger_roles.dat GSEA_files/sanger_roles.dat output/gsea_sanger.txt -M GSEA -ranking LFC -p 1 -LFC_col 6 -Pval_col 10 -Qval_col 11
# date: 2023-08-16 08:54:29
# pathway method: GSEA
# method=GSEA, Nperm=10000, p=1
# ranking genes by LFC
# total genes: 4045, mean rank: 2022
# significant pathways enriched for conditionally ESSENTIAL genes: 3 (qval<0.05, mean_rank<2022) (includes genes that are MORE required in condition B than A)
#   IV.K Chelatases (mean_rank=30.0)
#   I.F.2 Pyrimidine ribonucleotide biosynthesis (mean_rank=1666.8)
#   I.B.8 ATP-proton motive force (mean_rank=1747.4)
# significant pathways enriched for conditionally NON-ESSENTIAL genes: 0 (qval<0.05, mean_rank>2022) (includes genes that are LESS required in condition B than A)
# pathways sorted by mean_rank
#pathway	description	num_genes	mean_rank	GSEA_score	pval	qval	genes
IV.C.1.b	PE_PGRS subfamily	57	1871.8	0.222126	0.930693	1.000000	MB2513c/PE_PGRS42b (73) MB2667c/PE_PGRS46 (250) MB3677/PE_PGRS61 (309) MB1871c/PE_PGRS34 (314) MB0763/PE_PGRS8 (444) MB1797/PE_PGRS31 (605) MB2761/PE_PGRS47 (741) MB0855/PE_PGRS12 (749) MB2125c/pe21 (786) MB0768/PE_PGRS10 (800) MB3420/PE_PGRS52 (801) MB2514c/PE_PGRS42a (828) MB1789c/wag22b (845) MB3676/PE_PGRS60 (923) MB2878/PE_PGRS48 (971) MB3541/PE_PGRS55 (982) MB1116/PE_PGRS21 (992) MB2418/PE_PGRS41 (1061) MB1485c/PE_PGRS27 (1103) MB1832c/PE_PGRS32a (1161) MB1121/PE_PGRS22 (1192) MB1476c/PE_PGRS26 (1280) MB2518c/PE_PGRS43a (1354) MB0857c/PE_PGRS14 (1459) MB3402/PE_PGRS51 (1475) MB1097c/PE_PGRS20 (1528) MB1002/PE_PGRS16 (1579) MB2186c/PE_PGRS38 (1602) MB1831c/PE_PGRS32b (1620) MB0767/PE_PGRS9 (1694) MB2150c/PE_PGRS37 (1711) MB1790c/wag22a (1713) MB1275c/PE_PGRS23 (2223) MB2512c/PE_PGRS42d (2305) MB1096c/PE_PGRS19 (2382) MB3376c/PE_PGRS50b (2402) MB0896c/PE_PGRS15 (2406) MB1431c/PE_PGRS25 (2463) MB2517c/PE_PGRS43b (2473) MB1487c/PE_PGRS28 (2511) MB3543/PE_PGRS57 (2575) MB0776/PE_PGRS11 (2601) MB1006c/PE_PGRS18 (2678) MB3842/PE_PGRS62 (2798) MB1679c/PE_PGRS30 (3006) MB2005/PE_PGRS35 (3078) MB3538/PE_PGRS54 (3082) MB3377c/PE_PGRS50a (3118) MB0856/PE_PGRS13 (3255) MB3626c/PE_PGRS59 (3283) MB1360c/PE_PGRS24 (3366) MB1503c/PE_PGRS29 (3427) MB1003c/PE_PGRS17 (3484) MB3537/PE_PGRS53 (3501) MB3621c/PE_PGRS58 (3674) MB2622/PE_PGRS44 (3819) MB1849c/PE_PGRS33 (3839)
IV.C.2	PPE family	59	1897.7	0.271869	0.742574	1.000000	MB3588/PPE64 (65) MB1839/PPE33b (153) MB3459/PPE57 (227) MB1836/PPE31 (440) MB3921c/PPE69 (668) MB1731c/PPE22 (689) MB1829/PPE29 (704) MB0461/PPE11 (765) MB1815/PPE25 (823) MB3043c/PPE46 (977) MB3562/PPE61 (1030) MB2792c/PPE44 (1052) MB3183c/PPE53 (1071) MB3384c/PPE56b (1112) MB3379c/PPE55b (1117) MB3765c/PPE66 (1209) MB1837/PPE32 (1211) MB2456c/PPE41 (1223) MB1396c/PPE19 (1351) MB3380c/PPE55a (1372) MB1951c/PPE34 (1388) MB2790c/PPE43 (1408) MB3159/PPE50 (1454) MB2377c/PPE40 (1481) MB1817/PPE26 (1519) MB1575c/PPE21 (1523) MB1818/PPE27 (1661) MB0939c/PPE14 (1699) MB1953c/PPE35a (1705) MB0294/PPE4 (2199) MB3047c/PPE47 (2248) MB1068c/PPE15 (2270) MB3168c/PPE52 (2285) MB3903/PPE68 (2333) MB3385c/PPE56a (2337) MB1732c/PPE23 (2373) MB1830/PPE30 (2378) MB3160/PPE51 (2439) MB1422/PPE20 (2481) MB0777c/PPE12 (2516) MB1200c/PPE17b (2592) MB3383c/PPE56d (2645) MB0902c/PPE13 (2674) MB3375c/PPE54 (2680) MB2147/PPE37 (2721) MB0262c/PPE2 (2766) MB2640/PPE42 (2775) MB1828/PPE28 (2787) MB3148c/PPE49 (2805) MB1228/PPE18 (2835) MB3563c/PPE62 (2863) MB2132/PPE36 (2964) MB1952c/PPE35b (2973) MB1166c/PPE16 (2974) MB1201c/PPE17a (3010) MB1838/PPE33a (3048) MB2916c/PPE45 (3066) MB1782c/PPE24 (3410) MB3505/PPE60 (3422)
IV	Other	389	1899.8	0.220694	0.782178	1.000000	MB3777/NA (15) MB2875c/NA (26) MB2112/NA (28) MB0983/NA (34) MB0173/yrbE1A (36) MB2062/NA (40) MB3661/NA (56) MB1064c/NA (57) MB3588/PPE64 (65) MB2337/NA (66) MB2513c/PE_PGRS42b (73) MB2036/NA (78) MB3922c/PE36 (126) MB3127c/smpB (127) MB2655/NA (131) MB2708c/NA (132) MB1604c/NA (141) MB1839/PPE33b (153) MB2300c/NA (162) MB0583/cyp135B1 (176) MB1117/PE9 (193) MB2069c/pncA (197) MB3953c/NA (212) MB1382c/mbtk (219) MB3459/PPE57 (227) MB2667c/PE_PGRS46 (250) MB2213c/NA (272) MB2976/NA (275) MB3660/NA (282) MB1412c/NA (288) MB3662/NA (300) MB3677/PE_PGRS61 (309) MB1421/PE15 (311) MB1871c/PE_PGRS34 (314) MB1295/NA (327) MB1606c/NA (336) MB3569/PPE63 (354) MB3547c/cyp142b (360) MB0387c/NA (367) MB3844c/NA (371) MB2289/cyp124 (377) MB0881c/dapc (390) MB1180/NA (391) MB1813c/cyp143 (393) MB3776c/NA (424) MB1836/PPE31 (440) MB0763/PE_PGRS8 (444) MB1694c/cyp139 (484) MB1608c/NA (499) MB3847/NA (513) MB3726c/egtE (545) MB1727/NA (572) MB1797/PE_PGRS31 (605) MB1294/amiB2 (611) MB0852/NA (645) MB3003c/NA (659) MB3921c/PPE69 (668) MB1600/NA (676) MB3529c/mce4A (680) MB1731c/PPE22 (689) MB1514/NA (690) MB3419/NA (696) MB1829/PPE29 (704) MB3411c/NA (706) MB1346c/NA (715) MB2909c/NA (725) MB3827/NA (728) MB0219c/NA (737) MB2761/PE_PGRS47 (741) MB3461c/NA (743) MB0855/PE_PGRS12 (749) MB3124c/lipy (757) MB0461/PPE11 (765) MB2125c/pe21 (786) MB1352c/NA (788) MB0768/PE_PGRS10 (800) MB3420/PE_PGRS52 (801) MB1071c/NA (815) MB2685/NA (818) MB1815/PPE25 (823) MB2514c/PE_PGRS42a (828) MB1610c/NA (843) MB1789c/wag22b (845) MB3600c/hsad (847) MB1179c/NA (866) MB3524c/mce4F (874) MB1605c/NA (876) MB3526c/mce4D (891) MB3684c/NA (920) MB3676/PE_PGRS60 (923) MB2814c/NA (927) MB2833c/NA (945) MB2335c/NA (946) MB2918c/xerC (963) MB2878/PE_PGRS48 (971) MB3043c/PPE46 (977) MB2540c/NA (979) MB3541/PE_PGRS55 (982) MB0575c/NA (986) MB3710c/cyp137 (988) MB1116/PE_PGRS21 (992) MB1231c/NA (995) MB1076/NA (1000) MB2759c/NA (1003) MB3142/NA (1004) MB0715/NA (1009) MB3530c/yrbE4B (1024) MB1535c/NA (1027) MB3562/PPE61 (1030) MB1202c/lipx (1034) MB2000/NA (1050) MB0610/mce2F (1051) MB2792c/PPE44 (1052) MB3049c/NA (1058) MB2418/PE_PGRS41 (1061) MB3183c/PPE53 (1071) MB2447c/NA (1085) MB3857c/NA (1099) MB1485c/PE_PGRS27 (1103) MB1538/NA (1106) MB3384c/PPE56b (1112) MB3379c/PPE55b (1117) MB2986c/NA (1124) MB3655/NA (1145) MB2199c/NA (1146) MB0825c/NA (1147) MB1252c/NA (1156) MB3701c/NA (1159) MB1832c/PE_PGRS32a (1161) MB1121/PE_PGRS22 (1192) MB3765c/PPE66 (1209) MB1837/PPE32 (1211) MB1227/PE13 (1218) MB2456c/PPE41 (1223) MB0141/cyp138 (1234) MB0789c/cyp123 (1240) MB1354c/NA (1251) MB3200/NA (1253) MB0178/mce1D (1259) MB1476c/PE_PGRS26 (1280) MB3664c/NA (1289) MB3685/NA (1292) MB1980/NA (1293) MB3338/sapm (1300) MB3575c/cyp125 (1309) MB1396c/PPE19 (1351) MB1999/yrbE3A (1352) MB2518c/PE_PGRS43a (1354) MB2113/NA (1357) MB3380c/PPE55a (1372) MB3229/NA (1380) MB2910c/NA (1383) MB1951c/PPE34 (1388) MB2694c/NA (1402) MB0025/NA (1407) MB2790c/PPE43 (1408) MB1547/NA (1415) MB2010/erm(37) (1428) MB3550c/NA (1432) MB3002c/NA (1450) MB3159/PPE50 (1454) MB0857c/PE_PGRS14 (1459) MB1553c/NA (1466) MB1353c/NA (1467) MB3402/PE_PGRS51 (1475) MB2548/PE26 (1479) MB2377c/PPE40 (1481) MB2325c/NA (1490) MB0342c/PE6 (1513) MB1817/PPE26 (1519) MB3528c/mce4B (1520) MB1575c/PPE21 (1523) MB3085/cyp136 (1525) MB1097c/PE_PGRS20 (1528) MB0077/NA (1534) MB1069c/PE8 (1535) MB1729c/NA (1542) MB3362/NA (1547) MB0194/NA (1551) MB2610/dhaA (1574) MB1002/PE_PGRS16 (1579) MB1593c/NA (1588) MB2186c/PE_PGRS38 (1602) MB0415/fgd1 (1606) MB1831c/PE_PGRS32b (1620) MB3548c/cyp142a (1635) MB2791c/PE27 (1640) MB0905/NA (1641) MB2839c/NA (1653) MB1818/PPE27 (1661) MB1181/NA (1678) MB3828/NA (1692) MB0767/PE_PGRS9 (1694) MB0939c/PPE14 (1699) MB1953c/PPE35a (1705) MB1178/NA (1710) MB2150c/PE_PGRS37 (1711) MB1790c/wag22a (1713) MB1550/NA (1730) MB0801/cyp126 (1744) MB3301/NA (1780) MB3674/PE33 (1849) MB1286/NA (1878) MB2508c/plsC (1882) MB2448c/NA (1913) MB3161/NA (1929) MB3619c/canb (1945) MB0293/PE5 (1968) MB0233/NA (2022) MB2854c/vapb22 (2118) MB1599/NA (2121) MB2392/PE_PGRS40 (2132) MB2642c/pimA (2187) MB0294/PPE4 (2199) MB1499/csd (2201) MB1275c/PE_PGRS23 (2223) MB3047c/PPE47 (2248) MB2114/NA (2254) MB1068c/PPE15 (2270) MB3168c/PPE52 (2285) MB1835/PE20 (2300) MB2512c/PE_PGRS42d (2305) MB1651c/cya (2311) MB2457c/PE25 (2318) MB0533/NA (2320) MB3903/PPE68 (2333) MB3385c/PPE56a (2337) MB0940c/PE7 (2342) MB3858c/NA (2343) MB3756/NA (2360) MB3874/NA (2370) MB1732c/PPE23 (2373) MB1830/PPE30 (2378) MB1096c/PE_PGRS19 (2382) MB3409/amiD (2383) MB3254c/NA (2387) MB0786c/NA (2392) MB3610c/NA (2397) MB3376c/PE_PGRS50b (2402) MB0896c/PE_PGRS15 (2406) MB1601/NA (2420) MB3160/PPE51 (2439) MB3051c/iscS (2446) MB3527c/mce4C (2452) MB1070c/NA (2453) MB0946/NA (2458) MB1431c/PE_PGRS25 (2463) MB0193/NA (2465) MB2517c/PE_PGRS43b (2473) MB1422/PPE20 (2481) MB1864c/NA (2494) MB3382c/NA (2496) MB0762/NA (2504) MB0024/NA (2509) MB1487c/PE_PGRS28 (2511) MB0777c/PPE12 (2516) MB3709/NA (2563) MB1465/PE16 (2570) MB3543/PE_PGRS57 (2575) MB0621/NA (2580) MB1200c/PPE17b (2592) MB0776/PE_PGRS11 (2601) MB3381/NA (2609) MB1673/PE17 (2621) MB1630/impA (2626) MB3383c/PPE56d (2645) MB1603c/NA (2668) MB0821c/cfp29 (2670) MB0902c/PPE13 (2674) MB1006c/PE_PGRS18 (2678) MB3375c/PPE54 (2680) MB0787c/cyp51 (2687) MB1513/ripa (2689) MB1211/NA (2706) MB2147/PPE37 (2721) MB2912c/amiC (2726) MB2836/NA (2736) MB3725/NA (2755) MB0262c/PPE2 (2766) MB1345c/NA (2774) MB2640/PPE42 (2775) MB2968/NA (2776) MB1816/PE18 (2784) MB1828/PPE28 (2787) MB2982c/NA (2789) MB3842/PE_PGRS62 (2798) MB3148c/PPE49 (2805) MB1912c/cyp140 (2827) MB1607c/NA (2830) MB1228/PPE18 (2835) MB1718/NA (2849) MB3213c/NA (2851) MB3563c/PPE62 (2863) MB1203/mshB (2873) MB3413c/dxs2 (2887) MB2318/NA (2893) MB2431/PE24 (2910) MB3418/NA (2924) MB3460c/NA (2935) MB1111/mca (2937) MB3360/NA (2945) MB1408/NA (2956) MB2132/PPE36 (2964) MB1611c/NA (2970) MB3318c/lat (2972) MB1952c/PPE35b (2973) MB1166c/PPE16 (2974) MB1806/cyp144 (2980) MB0944c/NA (2981) MB2648c/PE_PGRS45 (2993) MB1114c/NA (2994) MB1679c/PE_PGRS30 (3006) MB3772c/PE34 (3007) MB1201c/PPE17a (3010) MB0157c/PE2 (3011) MB1395/NA (3016) MB1246c/PE14 (3017) MB3845c/NA (3033) MB0820/NA (3036) MB1838/PPE33a (3048) MB2916c/PPE45 (3066) MB2005/PE_PGRS35 (3078) MB3538/PE_PGRS54 (3082) MB3242/NA (3088) MB2291c/cyp128 (3092) MB1551/NA (3113) MB1438c/NA (3117) MB3377c/PE_PGRS50a (3118) MB2094c/blaC (3140) MB2299/cyp121 (3142) MB1429c/cyp132 (3155) MB2981/NA (3196) MB1612c/NA (3200) MB2838c/NA (3204) MB0622/NA (3224) MB0856/PE_PGRS13 (3255) MB0268c/aac (3260) MB3626c/PE_PGRS59 (3283) MB1205c/PE12 (3294) MB0603/yrbE2B (3310) MB1602c/NA (3318) MB1728c/NA (3333) MB1360c/PE_PGRS24 (3366) MB1407/NA (3388) MB2983c/NA (3389) MB0115/NA (3404) MB1782c/PPE24 (3410) MB3505/PPE60 (3422) MB1503c/PE_PGRS29 (3427) MB2369c/PE_PGRS39 (3428) MB3531c/yrbE4A (3445) MB3926c/NA (3456) MB2037/NA (3482) MB1003c/PE_PGRS17 (3484) MB3504/PE31 (3486) MB3495/NA (3499) MB3537/PE_PGRS53 (3501) MB1614c/NA (3506) MB0553/NA (3510) MB2316/NA (3538) MB2384/amiA2 (3561) MB1118/PE10 (3605) MB0945/NA (3621) MB1613c/NA (3635) MB0174/yrbE1B (3652) MB2835/NA (3669) MB1440c/NA (3673) MB3621c/PE_PGRS58 (3674) MB3496/NA (3687) MB3846c/NA (3737) MB1703/NA (3785) MB1159c/NA (3794) MB2622/PE_PGRS44 (3819) MB2131/PE22 (3822) MB3046c/esxS (3824) MB1849c/PE_PGRS33 (3839) MB3052c/NA (3846) MB0602/yrbE2A (3872) MB2815c/NA (3879) MB1720/tlyA (3899) MB0873/NA (3902) MB1083/NA (3921) MB2355/PE23 (3969) MB1084/NA (3992) MB1819/PE19 (3996) MB1063c/NA (4003) MB1609c/NA (4029) MB1065c/NA (4034) MB3902/PE35 (4039)
IV.B.1.c	Others	53	1900.4	0.261953	0.623762	1.000000	MB2112/NA (28) MB3661/NA (56) MB1064c/NA (57) MB2036/NA (78) MB3660/NA (282) MB3662/NA (300) MB1180/NA (391) MB0852/NA (645) MB3003c/NA (659) MB3419/NA (696) MB1346c/NA (715) MB2909c/NA (725) MB3827/NA (728) MB3461c/NA (743) MB1071c/NA (815) MB2814c/NA (927) MB2833c/NA (945) MB2447c/NA (1085) MB3857c/NA (1099) MB2199c/NA (1146) MB3664c/NA (1289) MB2113/NA (1357) MB2910c/NA (1383) MB3002c/NA (1450) MB1181/NA (1678) MB3828/NA (1692) MB2448c/NA (1913) MB2114/NA (2254) MB3858c/NA (2343) MB3874/NA (2370) MB1070c/NA (2453) MB0946/NA (2458) MB3382c/NA (2496) MB0762/NA (2504) MB0621/NA (2580) MB3381/NA (2609) MB2836/NA (2736) MB1345c/NA (2774) MB2968/NA (2776) MB3213c/NA (2851) MB3418/NA (2924) MB3460c/NA (2935) MB3360/NA (2945) MB0944c/NA (2981) MB0820/NA (3036) MB0622/NA (3224) MB2037/NA (3482) MB0945/NA (3621) MB2835/NA (3669) MB2815c/NA (3879) MB0873/NA (3902) MB1063c/NA (4003) MB1065c/NA (4034)
II.A.1	Ribosomal protein synthesis and modification	58	1900.8	0.321289	0.297030	0.869637	MB1330/rpmE (35) MB0054/rpsF (48) MB0743/rpmD (90) MB0730/rpsQ (491) MB2435/rpsT (555) MB2928c/rplS (733) MB2083c/rpmG1 (886) MB3454c/rimI (1163) MB3472c/rpsI (1203) MB2808c/rpsO (1220) MB2084c/rpmB2 (1237) MB1043c/rplY (1518) MB0057/rplI (1553) MB2933c/rpsP (1752) MB0728/rplP (1784) MB0742/rpsE (1800) MB0659/rplK (1827) MB0670/rplJ (1837) MB1656/rpsA (1844) MB3490c/rpmJ (1906) MB0702/rpsG (1922) MB0729/rpmC (1927) MB3955c/rpmH (1942) MB0701/rpsL (1952) MB0726/rplV (1961) MB3473c/rplM (1972) MB0740/rplF (1979) MB2914c/rpsB (1981) MB2468c/rpmA (1982) MB3487c/rpsD (2001) MB1669/rpmI (2002) MB0727/rpsC (2006) MB0721/rplC (2008) MB0737/rplE (2012) MB0741/rplR (2061) MB0723/rplW (2067) MB0735/rplN (2079) MB3489c/rpsM (2082) MB0725/rpsS (2085) MB0739/rpsH (2105) MB0738/rpsN1 (2107) MB0724/rplB (2111) MB0660/rplA (2133) MB0720/rpsJ (2149) MB0736/rplX (2162) MB0671/rplL (2174) MB1670/rplT (2175) MB3485c/rplQ (2183) MB3488c/rpsK (2190) MB0722/rplD (2191) MB2469c/rplU (2331) MB2082c/rpsN2 (2599) MB0108c/rpmB1 (2714) MB0744/rplO (2762) MB3269c/hpf (2920) MB2081c/rpsR2 (3692) MB1022/rimJ (4010) MB0056/rpsR1 (4037)
I.F	Purines, pyrimidines, nucleosides and nucleotides	56	1901.1	0.398363	0.055838	0.678238	MB1420/pyrF (62) MB1739/cmk (100) MB2385c/era (151) MB3343c/deoA (263) MB2615c/apt (411) MB3337c/upp (425) MB0549/pnp (460) MB3342c/add (586) MB3344c/cdd (663) MB2786c/thyA (922) MB3078c/nrdI (1057) MB1725/pyrG (1177) MB2746c/miaA (1270) MB0981/purN (1529) MB3275c/tmk (1662) MB2467c/obg (1787) MB1418/carA (1793) MB1419/carB (1794) MB0800/purB (1819) MB2472c/ndkA (1826) MB0803/purC (1828) MB3077c/nrdE (1846) MB2716c/dut (1854) MB0832/purM (1893) MB0795/purD (1975) MB3074c/nrdF2 (1983) MB1415/pyrB (1993) MB2163/pyrD (2013) MB1416/pyrC (2020) MB0364c/purA (2024) MB0389c/pyrE (2040) MB3429c/guaA (2058) MB1424/gmk (2072) MB1045c/prsA (2076) MB2907c/pyrH (2109) MB3079c/nrdH (2156) MB0982/purH (2171) MB0754/adk (2182) MB3304c/purK (2230) MB3303c/purE (2245) MB3335/deoD (2316) MB1874c/guaB1 (2381) MB2988/purU (2398) MB0831/purF (2407) MB0812/purQ (2436) MB2373c/dgt (2460) MB0826/purL (2651) MB2427c/lepA (2653) MB3648c/hpt (2693) MB2614c/relA (2790) MB3444c/guaB3 (3186) MB2003c/nrdF1 (3194) MB0488/deoC (3313) MB3425/iunH (3544) MB3778c/NA (3726) MB3445c/guaB2 (3786)
IV.B	IS elements, Repeated sequences, and Phage	92	1902.1	0.231298	0.801980	1.000000	MB3777/NA (15) MB2112/NA (28) MB3661/NA (56) MB1064c/NA (57) MB2337/NA (66) MB2036/NA (78) MB1604c/NA (141) MB3660/NA (282) MB3662/NA (300) MB1606c/NA (336) MB1180/NA (391) MB3776c/NA (424) MB1608c/NA (499) MB1727/NA (572) MB0852/NA (645) MB3003c/NA (659) MB1600/NA (676) MB3419/NA (696) MB1346c/NA (715) MB2909c/NA (725) MB3827/NA (728) MB3461c/NA (743) MB1071c/NA (815) MB2685/NA (818) MB1610c/NA (843) MB1179c/NA (866) MB1605c/NA (876) MB2814c/NA (927) MB2833c/NA (945) MB2335c/NA (946) MB2918c/xerC (963) MB2540c/NA (979) MB1231c/NA (995) MB1076/NA (1000) MB3142/NA (1004) MB3049c/NA (1058) MB2447c/NA (1085) MB3857c/NA (1099) MB2199c/NA (1146) MB3664c/NA (1289) MB1980/NA (1293) MB2113/NA (1357) MB2910c/NA (1383) MB3002c/NA (1450) MB2839c/NA (1653) MB1181/NA (1678) MB3828/NA (1692) MB2448c/NA (1913) MB2854c/vapb22 (2118) MB1599/NA (2121) MB2114/NA (2254) MB3858c/NA (2343) MB3874/NA (2370) MB1601/NA (2420) MB1070c/NA (2453) MB0946/NA (2458) MB3382c/NA (2496) MB0762/NA (2504) MB0621/NA (2580) MB3381/NA (2609) MB1603c/NA (2668) MB2836/NA (2736) MB1345c/NA (2774) MB2968/NA (2776) MB1607c/NA (2830) MB3213c/NA (2851) MB3418/NA (2924) MB3460c/NA (2935) MB3360/NA (2945) MB1611c/NA (2970) MB0944c/NA (2981) MB0820/NA (3036) MB1612c/NA (3200) MB2838c/NA (3204) MB0622/NA (3224) MB1602c/NA (3318) MB1728c/NA (3333) MB2037/NA (3482) MB3495/NA (3499) MB1614c/NA (3506) MB0945/NA (3621) MB1613c/NA (3635) MB2835/NA (3669) MB3496/NA (3687) MB1159c/NA (3794) MB2815c/NA (3879) MB0873/NA (3902) MB1083/NA (3921) MB1084/NA (3992) MB1063c/NA (4003) MB1609c/NA (4029) MB1065c/NA (4034)
I.C.5	Sulphur metabolism	15	1914.2	0.205849	0.960396	1.000000	MB0837c/sseC2 (208) MB3825/NA (463) MB3327c/atsB (934) MB0732/atsAb (1242) MB0731/atsAa (1312) MB2155c/cysQ (1375) MB2314/sseB (1533) MB0304c/NA (1726) MB3276c/sahH (2005) MB3788c/NA (2258) MB3104/NA (2314) MB3311/sseA (2720) MB0682/atsD (3228) MB1316/cysD (3533) MB1317/cysN (3862)
I.B.1	Glycolysis	12	1914.9	0.342581	0.524752	1.000000	MB1472/pgk (576) MB0971c/pgi (896) MB3867c/NA (1014) MB0370c/fba (1038) MB1471/gap (1843) MB0499/gpm1 (2054) MB1473/tpi (2135) MB1051/eno (2172) MB1643/pykA (2260) MB3035c/pfkA (2530) MB2442c/gpgp (3192) MB2054c/pfkB (3269)
III	Cell Processes	198	1918.2	0.240488	0.683168	1.000000	MB2057c/hspX (14) MB2856c/ugpC (31) MB2711/ceoC (104) MB1735/NA (106) MB2710/ceoB (129) MB1566/lspA (142) MB3018/NA (144) MB3451c/groEL1 (168) MB0958/pstBb (204) MB2065c/NA (209) MB1054/ppx2 (223) MB3520/otsA (238) MB3329c/phoY1 (245) MB0952/pstC2 (248) MB3128c/ftsX (286) MB2742/NA (287) MB2837/NA (317) MB1967/tpx (335) MB1154c/bpoB (341) MB2345/uspC (347) MB2813c/ltp1 (389) MB1890/modC (412) MB0948c/mntH (414) MB0578/htpX (419) MB2881/nicT (423) MB3196c/hpx (438) MB0843/phoT (469) MB2356c/narK1 (495) MB2419c/cysA1 (514) MB3265c/NA (518) MB2704/arsB1 (526) MB0257c/hsp (546) MB3690c/dppA (559) MB1270/sugC (588) MB3687c/dppD (615) MB2859c/ugpAb (628) MB1232/NA (638) MB0953/pstA1 (667) MB1312c/oppD (755) MB2302/pitB (762) MB1891/apa (780) MB1475/secG (814) MB2593/glnQ (821) MB2232/NA (838) MB2962/drrB (840) MB2489c/tig (852) MB0956c/pstS2 (857) MB2395c/hrcA (865) MB2944c/amt (885) MB2029/otsB1 (888) MB3704/NA (889) MB3949c/parA (926) MB0941/betP (952) MB2067c/NA (974) MB2066c/NA (984) MB2139c/mpa (991) MB3187c/NA (997) MB0419c/glnH (1015) MB0932/ctpE (1019) MB0391c/clpB (1021) MB1734/NA (1076) MB2343/uspA (1100) MB3665c/fic (1121) MB1155/ephC (1125) MB0535/gabP (1131) MB1059/kdpB (1137) MB2871c/efpA (1179) MB2347c/rocE (1186) MB3785c/proX (1190) MB2486/NA (1196) MB2961/drrA (1224) MB1841/mgtC (1369) MB0273/narU (1391) MB1936/cinA (1396) MB3784c/proV (1417) MB1852/secA2 (1423) MB1313c/oppC (1439) MB3570c/ltp2 (1440) MB3782c/proZ (1485) MB0753/secY (1540) MB2361c/stp (1556) MB0354c/ansP2 (1561) MB0569/bpoC (1578) MB3364/sugI (1598) MB2720c/suhB (1611) MB2151/ansP1 (1617) MB1311c/oppA (1644) MB3268c/secA1 (1682) MB1730c/cycA (1708) MB1889/modB (1712) MB0267c/narK3 (1715) MB2421c/cysT (1720) MB1937c/nanT (1748) MB2470/dctA (1756) MB3876/sodA (1777) MB2857c/ugpB (1778) MB3452c/groES (1864) MB2927c/lepB (1884) MB0657/secE1 (1933) MB0448/groEL2 (1960) MB2945c/ftsY (1988) MB3649c/mesJ (1992) MB2612c/NA (2014) MB2174c/ftsZ (2025) MB0358/dnaK (2038) MB3672c/cspA (2060) MB3407/otsB2 (2124) MB3948c/parB (2152) MB0959/pstS1 (2237) MB3694/ephE (2244) MB2422c/subI (2263) MB2175c/ftsQ (2265) MB3092/mmr (2275) MB0872/NA (2278) MB0443c/NA (2353) MB2963/drrC (2354) MB2015c/ctpG (2401) MB1634c/bcpB (2403) MB3129c/ftsE (2423) MB2703/arsA (2450) MB2769c/ftsK (2456) MB2617c/secF (2478) MB1768c/NA (2488) MB1943c/katG (2493) MB2455/ahpD (2502) MB3503c/kgtP (2503) MB3688c/dppC (2539) MB3609/arsB2 (2564) MB2420c/cysW (2581) MB0361/hspR (2588) MB1640/lgt (2612) MB3090/cstA (2615) MB2676/arsC (2617) MB0895/cspB (2618) MB3705/NA (2624) MB3281c/NA (2639) MB2618c/secD (2658) MB1908/NA (2665) MB2321c/htpG (2691) MB3502c/bpoA (2722) MB1660/NA (2733) MB1177/mmpL13 (2735) MB1766c/narK2 (2751) MB2940c/ffh (2759) MB3769c/ctpJ (2770) MB1909/NA (2773) MB1288c/NA (2804) MB1445c/NA (2824) MB2550/bcp (2852) MB2902c/NA (2878) MB1850c/baca (2879) MB1060/kdpC (2883) MB2064c/NA (2905) MB1314c/oppB (2909) MB0271c/NA (2921) MB3689c/dppB (2991) MB3239c/NA (3002) MB2946c/smc (3004) MB3070/fecB (3046) MB2178c/ftsW (3058) MB0012/NA (3075) MB0844c/phoY2 (3087) MB0961/pstA2 (3089) MB1271c/corA (3090) MB1504/ctpD (3101) MB0386/secE2 (3161) MB1282/NA (3185) MB2237c/ephD (3205) MB3640c/ftsH (3214) MB0994/ctpV (3262) MB2020/ctpF (3340) MB3298/ctpC (3350) MB1888/modA (3352) MB0805c/emrB (3370) MB0960/pstC1 (3394) MB1268/sugA (3397) MB1269/sugB (3407) MB0651c/NA (3440) MB0440/sodC (3451) MB2309/yjcE (3480) MB0951/pstS3 (3490) MB3783c/proW (3495) MB1058/kdpA (3589) MB2160c/NA (3591) MB3264c/NA (3594) MB1973/ephB (3661) MB1633/chaA (3710) MB0360/dnaJ1 (3742) MB2262c/ahpE (3744) MB2858c/ugpE (3795) MB3950c/gid (3809) MB3297/NA (3873) MB2454/ahpC (3875) MB2394c/dnaJ2 (3907) MB2344/uspB (3962) MB3203/NA (3973) MB2860c/ugpAa (3994) MB0957/pstBa (4017)
