# command: python3 /Users/jenniferstiens/anaconda3/envs/python38/bin/transit pathway_enrichment output/resamp_all_perm_winz_pc5.tsv GSEA_files/kegg_gene_terms.dat GSEA_files/kegg_term_names.dat output/gsea_kegg_slpv.txt -M GSEA -ranking SLPV -p 1 -LFC_col 6 -Pval_col 10 -Qval_col 11 -p 1
# date: 2023-08-18 12:19:58
# pathway method: GSEA
# method=GSEA, Nperm=10000, p=1
# ranking genes by SLPV
# total genes: 4045, mean rank: 2022
# significant pathways enriched for conditionally ESSENTIAL genes: 0 (qval<0.05, mean_rank<2022) (includes genes that are MORE required in condition B than A)
# significant pathways enriched for conditionally NON-ESSENTIAL genes: 0 (qval<0.05, mean_rank>2022) (includes genes that are LESS required in condition B than A)
# pathways sorted by mean_rank
#pathway	description	num_genes	mean_rank	GSEA_score	pval	qval	genes
mbo01100	Metabolic pathways	369	2107.2	0.236427	0.811881	0.943490	MB1123/glyA1 (16) MB3408/echA18 (31) MB0353/NA (34) MB1317/cysN (46) MB3346/sdhD (47) MB3071/adhC (56) MB1579/frdBC (75) MB3406/NA (85) MB1910/glnA3 (90) MB2265/aceE (120) MB3174/nuoF (143) MB1615/bioB (147) MB3289/fbiA (162) MB3669/NA (166) MB0477/fadB2 (172) MB1879/ureA (187) MB3545/echA19 (197) MB2210/fadD15 (199) MB3115/tgs4 (202) MB0258/nirB (213) MB1194/narH (220) MB1630/impA (253) MB3171/nuoC (268) MB0227/NA (278) MB1152/zwf1 (282) MB3602/kshb (311) MB0033/bioF2 (314) MB2412/sira (328) MB2316/NA (333) MB0131/treS (338) MB3425/iunH (345) MB0878/far (390) MB2306/NA (401) MB1190/pime (425) MB3373/metA (481) MB0119/hdda (501) MB2384/amiA2 (505) MB3173/nuoE (519) MB3179/nuoK (525) MB1880/ureB (530) MB2498/aglA (548) MB3321/pcd (549) MB0189/NA (586) MB2768/arga (587) MB3137/moaB1 (605) MB1316/cysD (606) MB1597/bioD (642) MB3181/nuoM (645) MB0882/fadA (672) MB1576/fadD11 (692) MB2603/NA (694) MB1530/mutB (741) MB3591/fadD3 (745) MB1580/frdD (746) MB2267/fabD (786) MB1596/bioF1 (796) MB1746/NA (804) MB0488/deoC (806) MB1622/nadC (832) MB3345/sdhC (842) MB1119/celA2a (860) MB3347/sdhA (882) MB1219/rocA (898) MB2318/NA (914) MB3348/sdhB (925) MB0094/mtn (935) MB2511/echA14 (948) MB2240/lipB (952) MB2415/ggtB (954) MB2025/fabG3 (982) MB3336/pmmB (987) MB2425/NA (995) MB1881/ureC (998) MB0883/fadB (1020) MB2494/pepN (1023) MB0692/echA4 (1027) MB0525/hemB (1032) MB3169/nuoA (1034) MB1193/narG (1060) MB3581/NA (1061) MB0397/metZ (1062) MB0329/dcd (1071) MB3311/sseA (1106) MB0888/moaC2 (1126) MB3144/cyp141 (1137) MB1477/bisC (1176) MB1681/argJ (1199) MB0330/udgA (1206) MB1327/thrC (1220) MB1626/hisC1 (1231) MB2224/asnB (1249) MB1657/coaE (1252) MB0826/purL (1259) MB1621/nadB (1266) MB2092/cobI (1300) MB0920/gltA2 (1346) MB1358/fadA4 (1349) MB1718/NA (1355) MB2241/lipA (1379) MB1742/fadB3a (1390) MB1441/fmt (1396) MB1376/NA (1403) MB3709/NA (1409) MB3363/dacB1 (1414) MB1853/pgsA2 (1456) MB2413/cysH (1461) MB1975/ribA1 (1499) MB3178/nuoJ (1518) MB1334/rfe (1537) MB2855/echA16 (1548) MB0314/NA (1570) MB1578/frdA (1571) MB3365/nagA (1617) MB2230/cobT (1620) MB0831/purF (1624) MB1529/mutA (1632) MB3409/amiD (1638) MB2988/purU (1642) MB2485/mmuM (1675) MB0160/pntAa (1696) MB3335/deoD (1703) MB0668/fabD2 (1722) MB1643/pykA (1725) MB2721/ppgK (1730) MB2301/NA (1761) MB3780/tyrA (1780) MB1415/pyrB (1782) MB3740/cobQ2 (1786) MB1680/argC (1794) MB1629/hisA (1796) MB1521/hemZ (1797) MB1234/dapE (1798) MB1051/eno (1802) MB0425/thiG (1803) MB1639/trpA (1806) MB1419/carB (1807) MB0795/purD (1816) MB1416/pyrC (1817) MB0977/sucD (1823) MB3308/accD5 (1824) MB3407/otsB2 (1828) MB1451/ribH (1842) MB3313/accA3 (1844) MB1627/hisB (1846) MB1725/pyrG (1869) MB0832/purM (1872) MB1631/hisF (1876) MB1721/ppnK (1879) MB3256/aroA (1889) MB1638/trpB (1892) MB0499/gpm1 (1894) MB0976/sucC (1909) MB3057/NA (1914) MB0811/purS (1919) MB1473/tpi (1920) MB2268/acpM (1923) MB1038/ispE (1927) MB1625/hisD (1933) MB1418/carA (1947) MB1124/desA2 (1962) MB1342/atpD (1965) MB1272/mdh (1966) MB3493/rmlB1 (1979) MB1424/gmk (1984) MB1326/thrA (1986) MB0523/hemC (1989) MB0161/pntAb (2002) MB0800/purB (2014) MB3161/NA (2018) MB0341/rmlA (2019) MB1341/atpG (2033) MB0754/adk (2035) MB1686/argG (2045) MB1683/argD (2050) MB1682/argB (2052) MB1020/galU (2053) MB2163/pyrD (2054) MB2271/accD6 (2055) MB1637/trpC (2062) MB1635/trpE (2064) MB2244/glnA1 (2067) MB0982/purH (2072) MB1444/ribG (2086) MB1450/ribA2 (2097) MB0423/thiO (2107) MB1684/argF (2110) MB1336/atpB (2115) MB0570/menD (2121) MB1348/murA (2126) MB1687/argH (2127) MB2249/panB (2137) MB0537/hemL (2139) MB1471/gap (2140) MB3811/glft1 (2141) MB3739/NA (2153) MB1337/atpE (2155) MB1628/hisH (2158) MB0803/purC (2162) MB0521/hemA (2165) MB0524/hemD (2182) MB1472/pgk (2184) MB2217/qcrC (2201) MB1140/lytB2 (2203) MB1447/ribC (2204) MB0117/gmhA (2205) MB2216/ctaE (2216) MB1427/metK (2218) MB1338/atpF (2221) MB1343/atpC (2227) MB1632/hisI (2230) MB1620/nadA (2231) MB0812/purQ (2258) MB1499/csd (2260) MB1325/lysA (2262) MB1414/pyrR (2272) MB0492/murB (2280) MB3058/NA (2282) MB1328/thrB (2285) MB1486/ctaB (2289) MB3494/rmlC (2292) MB1339/atpH (2298) MB0511/proC (2308) MB1426/dfp (2324) MB3301/NA (2332) MB1161/prpD (2335) MB1460/NA (2371) MB3114/NA (2392) MB0412/pks6a (2408) MB0507/ppx1 (2415) MB2236/pepB (2447) MB2698/echA15 (2448) MB1760/gabD2 (2467) MB0794/NA (2470) MB2610/dhaA (2473) MB0981/purN (2484) MB1898/NA (2490) MB0513/galE2 (2492) MB0259/nirD (2531) MB1577/plsB1 (2535) MB0476/icl (2537) MB3800/hisC2 (2548) MB2314/sseB (2552) MB2219/qcrB (2574) MB1585/ilvA (2595) MB0077/NA (2600) MB1162/prpc (2622) MB0192/bglS (2624) MB1049/mazG (2635) MB3007/cofC (2668) MB3567/kstd (2671) MB0116/gca (2678) MB1786/NA (2691) MB0162/pntB (2697) MB1893/adhA (2702) MB2275/NA (2703) MB3813/rfbB (2705) MB1373/murI (2713) MB0750/xylB (2728) MB1936/cinA (2746) MB3136/moaA1 (2779) MB2080/NA (2789) MB3338/sapm (2791) MB3176/nuoH (2793) MB0791/aldA (2807) MB3182/nuoN (2814) MB2362/cysK1 (2838) MB1120/celA2b (2856) MB0573/menH (2861) MB2363/cysE (2874) MB1340/atpA (2879) MB2218/qcrA (2886) MB2238/dlat (2896) MB1153/gnd2 (2902) MB1420/pyrF (2917) MB1557/adh (2925) MB1507/echA12 (2926) MB3556/ksha (2947) MB1857/gcvH (2955) MB3290/fbiB (2959) MB0793/NA (2965) MB2462/rbsK (2979) MB3200/NA (2982) MB3821/afta (2983) MB2091/cobH (3013) MB3580/echA20 (3033) MB0249/fadA2 (3067) MB2195/idsA2 (3068) MB1239/folP2 (3069) MB1175/mcr (3077) MB0063/celA1 (3109) MB2639/pdxH (3114) MB0568/menC (3162) MB2090/cobG (3169) MB0238/nrdB (3219) MB3737/leuA (3228) MB2732/sthA (3232) MB1385/fabG2 (3245) MB3803/echA21 (3247) MB0871/cysK2 (3258) MB3372/metC (3259) MB3257/NA (3269) MB1791/NA (3312) MB0929/echA6 (3322) MB0585/nrdZ (3328) MB1108/metB (3359) MB3177/nuoI (3386) MB0220/fadD4 (3394) MB1054/ppx2 (3413) MB1315/canA (3416) MB1739/cmk (3423) MB3170/nuoB (3471) MB2632/speE (3478) MB3434/NA (3487) MB2029/otsB1 (3489) MB0890/moaE2 (3490) MB0694/echA5 (3491) MB0236/fadE4 (3497) MB2620/gabT (3505) MB0395/purT (3518) MB1206/fbiC (3519) MB1245/glgC (3521) MB1028/arcA (3522) MB0243/lpqI (3530) MB1196/narI (3539) MB2231/cobS (3546) MB3172/nuoD (3575) MB2935/dacB2 (3581) MB0828/NA (3618) MB3180/nuoL (3632) MB0635/galT (3634) MB3138/moaC1 (3640) MB1294/amiB2 (3648) MB0416/pta (3703) MB1878/NA (3717) MB3164/fadE23 (3722) MB0549/pnp (3729) MB3175/nuoG (3737) MB0669/NA (3747) MB3576/fadA5 (3750) MB3553/ltp3 (3763) MB0118/gmhb (3793) MB2276/NA (3795) MB1106/cbs (3810) MB3195/aofH (3814) MB1021/moeA1 (3818) MB0441/NA (3823) MB0467/NA (3824) MB0636/galK (3853) MB3691/acs (3870) MB2787/NA (3872) MB1863/gcvB (3877) MB0152/NA (3889) MB1295/NA (3920) MB1220/NA (3932) MB1595/bioA (3934) MB2803/aldb (3967) MB1379/mbtl (3984) MB1443/rpe (3987) MB0919/NA (3991) MB0217/pckA (3992) MB3310/NA (3994) MB3241/entC (3998) MB0417/ackA (4005) MB0132/mak (4010) MB0471/lpd (4024) MB0983/NA (4036) MB3520/otsA (4038) MB1950/aceA (4040) MB1363/glgP (4043)
mbo00760	Nicotinate and nicotinamide metabolism	12	2115.5	0.201339	0.970297	0.988101	MB1622/nadC (832) MB1621/nadB (1266) MB0160/pntAa (1696) MB3335/deoD (1703) MB1721/ppnK (1879) MB0161/pntAb (2002) MB1620/nadA (2231) MB1760/gabD2 (2467) MB1049/mazG (2635) MB0162/pntB (2697) MB1936/cinA (2746) MB2732/sthA (3232)
mbo01212	Fatty acid metabolism	30	2128.5	0.302159	0.702970	0.917997	MB3408/echA18 (31) MB3545/echA19 (197) MB2210/fadD15 (199) MB0882/fadA (672) MB1576/fadD11 (692) MB2267/fabD (786) MB2511/echA14 (948) MB0883/fadB (1020) MB0692/echA4 (1027) MB1358/fadA4 (1349) MB2855/echA16 (1548) MB0668/fabD2 (1722) MB3313/accA3 (1844) MB1124/desA2 (1962) MB2271/accD6 (2055) MB0412/pks6a (2408) MB2698/echA15 (2448) MB1898/NA (2490) MB1507/echA12 (2926) MB3580/echA20 (3033) MB0249/fadA2 (3067) MB1385/fabG2 (3245) MB3803/echA21 (3247) MB0929/echA6 (3322) MB0220/fadD4 (3394) MB0694/echA5 (3491) MB0236/fadE4 (3497) MB3164/fadE23 (3722) MB3576/fadA5 (3750) MB3553/ltp3 (3763)
mbo00480	Glutathione metabolism	7	2129.9	0.261551	0.891089	0.943490	MB1152/zwf1 (282) MB2415/ggtB (954) MB2494/pepN (1023) MB2236/pepB (2447) MB1153/gnd2 (2902) MB2632/speE (3478) MB0441/NA (3823)
mbo00790	Folate biosynthesis	12	2143.7	0.345171	0.633663	0.913463	MB0353/NA (34) MB3137/moaB1 (605) MB0013/trpG (837) MB0888/moaC2 (1126) MB1975/ribA1 (1499) MB1450/ribA2 (2097) MB0835/NA (2730) MB3136/moaA1 (2779) MB1239/folP2 (3069) MB0890/moaE2 (3490) MB3138/moaC1 (3640) MB1021/moeA1 (3818)
mbo01110	Biosynthesis of secondary metabolites	176	2156.7	0.326158	0.188119	0.745757	MB1123/glyA1 (16) MB3408/echA18 (31) MB1317/cysN (46) MB3346/sdhD (47) MB3071/adhC (56) MB1579/frdBC (75) MB2265/aceE (120) MB3251/NA (142) MB3545/echA19 (197) MB1630/impA (253) MB1152/zwf1 (282) MB2316/NA (333) MB0131/treS (338) MB3425/iunH (345) MB3373/metA (481) MB2498/aglA (548) MB2768/arga (587) MB1316/cysD (606) MB0882/fadA (672) MB2603/NA (694) MB1580/frdD (746) MB2267/fabD (786) MB3345/sdhC (842) MB3347/sdhA (882) MB3348/sdhB (925) MB2511/echA14 (948) MB3336/pmmB (987) MB2425/NA (995) MB0883/fadB (1020) MB0692/echA4 (1027) MB0525/hemB (1032) MB1681/argJ (1199) MB1327/thrC (1220) MB1626/hisC1 (1231) MB2224/asnB (1249) MB0826/purL (1259) MB0920/gltA2 (1346) MB1358/fadA4 (1349) MB3709/NA (1409) MB1975/ribA1 (1499) MB2855/echA16 (1548) MB1578/frdA (1571) MB0831/purF (1624) MB2485/mmuM (1675) MB3335/deoD (1703) MB0668/fabD2 (1722) MB1643/pykA (1725) MB2721/ppgK (1730) MB2301/NA (1761) MB3780/tyrA (1780) MB1680/argC (1794) MB1629/hisA (1796) MB1521/hemZ (1797) MB1051/eno (1802) MB1639/trpA (1806) MB0795/purD (1816) MB0977/sucD (1823) MB3308/accD5 (1824) MB3407/otsB2 (1828) MB1451/ribH (1842) MB3313/accA3 (1844) MB1627/hisB (1846) MB0832/purM (1872) MB1631/hisF (1876) MB3256/aroA (1889) MB1638/trpB (1892) MB0499/gpm1 (1894) MB0976/sucC (1909) MB3057/NA (1914) MB0811/purS (1919) MB1473/tpi (1920) MB2268/acpM (1923) MB1038/ispE (1927) MB1625/hisD (1933) MB1272/mdh (1966) MB3493/rmlB1 (1979) MB1326/thrA (1986) MB0523/hemC (1989) MB0800/purB (2014) MB3161/NA (2018) MB0341/rmlA (2019) MB0754/adk (2035) MB1686/argG (2045) MB1683/argD (2050) MB1682/argB (2052) MB1020/galU (2053) MB2271/accD6 (2055) MB1637/trpC (2062) MB1635/trpE (2064) MB0982/purH (2072) MB1444/ribG (2086) MB1115/NA (2088) MB1450/ribA2 (2097) MB1684/argF (2110) MB0570/menD (2121) MB1687/argH (2127) MB2249/panB (2137) MB0537/hemL (2139) MB1471/gap (2140) MB1628/hisH (2158) MB0803/purC (2162) MB0521/hemA (2165) MB0524/hemD (2182) MB1472/pgk (2184) MB1140/lytB2 (2203) MB1447/ribC (2204) MB1427/metK (2218) MB1632/hisI (2230) MB0812/purQ (2258) MB1325/lysA (2262) MB3058/NA (2282) MB1328/thrB (2285) MB1486/ctaB (2289) MB3494/rmlC (2292) MB0511/proC (2308) MB2698/echA15 (2448) MB0981/purN (2484) MB1898/NA (2490) MB1577/plsB1 (2535) MB0476/icl (2537) MB3800/hisC2 (2548) MB1585/ilvA (2595) MB0077/NA (2600) MB1162/prpc (2622) MB0192/bglS (2624) MB1893/adhA (2702) MB3813/rfbB (2705) MB0791/aldA (2807) MB2362/cysK1 (2838) MB0573/menH (2861) MB2363/cysE (2874) MB2238/dlat (2896) MB1153/gnd2 (2902) MB1557/adh (2925) MB1507/echA12 (2926) MB1857/gcvH (2955) MB3580/echA20 (3033) MB0249/fadA2 (3067) MB2195/idsA2 (3068) MB0568/menC (3162) MB3737/leuA (3228) MB1385/fabG2 (3245) MB3803/echA21 (3247) MB0550/galE3 (3313) MB0929/echA6 (3322) MB1108/metB (3359) MB3434/NA (3487) MB2029/otsB1 (3489) MB0694/echA5 (3491) MB0236/fadE4 (3497) MB0395/purT (3518) MB1245/glgC (3521) MB1028/arcA (3522) MB1878/NA (3717) MB3164/fadE23 (3722) MB0669/NA (3747) MB3576/fadA5 (3750) MB3553/ltp3 (3763) MB2276/NA (3795) MB1106/cbs (3810) MB3195/aofH (3814) MB0467/NA (3824) MB3691/acs (3870) MB1863/gcvB (3877) MB0152/NA (3889) MB1220/NA (3932) MB2311/cdh (3952) MB1379/mbtl (3984) MB1443/rpe (3987) MB0217/pckA (3992) MB3241/entC (3998) MB0471/lpd (4024) MB0983/NA (4036) MB3520/otsA (4038) MB1950/aceA (4040) MB1363/glgP (4043)
mbo00521	Streptomycin biosynthesis	6	2165.8	0.486861	0.544554	0.910608	MB1630/impA (253) MB3493/rmlB1 (1979) MB0341/rmlA (2019) MB3494/rmlC (2292) MB3813/rfbB (2705) MB0669/NA (3747)
mbo00540	Lipopolysaccharide biosynthesis	3	2166.3	0.346470	0.821782	0.943490	MB0119/hdda (501) MB0117/gmhA (2205) MB0118/gmhb (3793)
mbo00750	Vitamin B6 metabolism	2	2167.0	0.230027	0.990099	0.990099	MB1327/thrC (1220) MB2639/pdxH (3114)
mbo00030	Pentose phosphate pathway	5	2191.2	0.244207	0.891089	0.943490	MB1152/zwf1 (282) MB0488/deoC (806) MB1153/gnd2 (2902) MB2462/rbsK (2979) MB1443/rpe (3987)
mbo01053	Biosynthesis of siderophore group nonribosomal peptides	2	2193.0	0.276856	0.841584	0.943490	MB2405/mbtA (388) MB3241/entC (3998)
mbo00270	Cysteine and methionine metabolism	21	2193.6	0.222651	0.960396	0.987074	MB2316/NA (333) MB3373/metA (481) MB0094/mtn (935) MB0397/metZ (1062) MB3311/sseA (1106) MB3144/cyp141 (1137) MB3709/NA (1409) MB2485/mmuM (1675) MB1272/mdh (1966) MB1326/thrA (1986) MB1427/metK (2218) MB2314/sseB (2552) MB0077/NA (2600) MB2362/cysK1 (2838) MB2363/cysE (2874) MB0871/cysK2 (3258) MB3372/metC (3259) MB1108/metB (3359) MB2632/speE (3478) MB0549/pnp (3729) MB1106/cbs (3810)
mbo01220	Degradation of aromatic compounds	4	2200.2	0.369224	0.752475	0.943490	MB3111/lipR (704) MB0794/NA (2470) MB1893/adhA (2702) MB1557/adh (2925)
mbo00543	Exopolysaccharide biosynthesis	2	2205.5	0.289389	0.881188	0.943490	MB1334/rfe (1537) MB2363/cysE (2874)
mbo00550	Peptidoglycan biosynthesis	6	2223.3	0.376797	0.693069	0.917997	MB3363/dacB1 (1414) MB3740/cobQ2 (1786) MB1348/murA (2126) MB3739/NA (2153) MB0492/murB (2280) MB2935/dacB2 (3581)
mbo00410	beta-Alanine metabolism	15	2229.3	0.377139	0.495050	0.910608	MB3408/echA18 (31) MB3545/echA19 (197) MB2511/echA14 (948) MB0883/fadB (1020) MB0692/echA4 (1027) MB2855/echA16 (1548) MB2698/echA15 (2448) MB0791/aldA (2807) MB1507/echA12 (2926) MB3580/echA20 (3033) MB3803/echA21 (3247) MB0929/echA6 (3322) MB0694/echA5 (3491) MB2620/gabT (3505) MB0152/NA (3889)
mbo00525	Acarbose and validamycin biosynthesis	3	2234.3	0.499254	0.623762	0.913463	MB3493/rmlB1 (1979) MB0341/rmlA (2019) MB3813/rfbB (2705)
mbo01232	Nucleotide metabolism	14	2235.4	0.350367	0.574257	0.910608	MB3425/iunH (345) MB0329/dcd (1071) MB1376/NA (1403) MB3335/deoD (1703) MB1725/pyrG (1869) MB1424/gmk (1984) MB0800/purB (2014) MB0754/adk (2035) MB1414/pyrR (2272) MB1049/mazG (2635) MB0238/nrdB (3219) MB0585/nrdZ (3328) MB1739/cmk (3423) MB3310/NA (3994)
mbo00630	Glyoxylate and dicarboxylate metabolism	25	2240.0	0.422208	0.336634	0.830363	MB1123/glyA1 (16) MB1910/glnA3 (90) MB0882/fadA (672) MB1530/mutB (741) MB0920/gltA2 (1346) MB1358/fadA4 (1349) MB1529/mutA (1632) MB2988/purU (1642) MB2301/NA (1761) MB3308/accD5 (1824) MB3313/accA3 (1844) MB1272/mdh (1966) MB2271/accD6 (2055) MB2244/glnA1 (2067) MB1898/NA (2490) MB0476/icl (2537) MB1162/prpc (2622) MB1857/gcvH (2955) MB0249/fadA2 (3067) MB3576/fadA5 (3750) MB3553/ltp3 (3763) MB3691/acs (3870) MB1863/gcvB (3877) MB0471/lpd (4024) MB1950/aceA (4040)
mbo00770	Pantothenate and CoA biosynthesis	7	2248.3	0.231620	0.980198	0.989109	MB2603/NA (694) MB1657/coaE (1252) MB2249/panB (2137) MB1426/dfp (2324) MB1049/mazG (2635) MB0791/aldA (2807) MB0152/NA (3889)
mbo00310	Lysine degradation	25	2255.0	0.227225	0.930693	0.965485	MB3408/echA18 (31) MB3545/echA19 (197) MB3321/pcd (549) MB0882/fadA (672) MB1746/NA (804) MB2511/echA14 (948) MB0883/fadB (1020) MB0692/echA4 (1027) MB1358/fadA4 (1349) MB2855/echA16 (1548) MB2698/echA15 (2448) MB1760/gabD2 (2467) MB1898/NA (2490) MB0791/aldA (2807) MB1507/echA12 (2926) MB3580/echA20 (3033) MB0249/fadA2 (3067) MB3803/echA21 (3247) MB0929/echA6 (3322) MB0694/echA5 (3491) MB2620/gabT (3505) MB3576/fadA5 (3750) MB3553/ltp3 (3763) MB0152/NA (3889) MB0471/lpd (4024)
mbo00640	Propanoate metabolism	25	2260.3	0.321162	0.554455	0.910608	MB3408/echA18 (31) MB3545/echA19 (197) MB1530/mutB (741) MB2511/echA14 (948) MB0883/fadB (1020) MB0692/echA4 (1027) MB2855/echA16 (1548) MB1529/mutA (1632) MB0977/sucD (1823) MB3308/accD5 (1824) MB3313/accA3 (1844) MB0976/sucC (1909) MB2271/accD6 (2055) MB1161/prpD (2335) MB2698/echA15 (2448) MB1507/echA12 (2926) MB3580/echA20 (3033) MB3803/echA21 (3247) MB0929/echA6 (3322) MB0694/echA5 (3491) MB2620/gabT (3505) MB0416/pta (3703) MB3691/acs (3870) MB0417/ackA (4005) MB0471/lpd (4024)
mbo00730	Thiamine metabolism	4	2303.5	0.520908	0.514851	0.910608	MB0425/thiG (1803) MB0754/adk (2035) MB0423/thiO (2107) MB3257/NA (3269)
mbo00785	Lipoic acid metabolism	7	2314.7	0.297596	0.831683	0.943490	MB2265/aceE (120) MB2240/lipB (952) MB2241/lipA (1379) MB2238/dlat (2896) MB1857/gcvH (2955) MB1863/gcvB (3877) MB0471/lpd (4024)
mbo03430	Mismatch repair	5	2330.2	0.484570	0.415842	0.870914	MB0974/uvrD1 (1425) MB1574/dnaE1 (1958) MB0002/dnaN (1971) MB0055/ssb (2307) MB2214/NA (3990)
mbo00340	Histidine metabolism	12	2345.5	0.498784	0.217822	0.755569	MB1626/hisC1 (1231) MB1629/hisA (1796) MB1627/hisB (1846) MB1631/hisF (1876) MB1625/hisD (1933) MB3161/NA (2018) MB1628/hisH (2158) MB1632/hisI (2230) MB3800/hisC2 (2548) MB0791/aldA (2807) MB3195/aofH (3814) MB0152/NA (3889)
mbo03440	Homologous recombination	7	2348.1	0.273606	0.831683	0.943490	MB1655/polA (310) MB1574/dnaE1 (1958) MB0002/dnaN (1971) MB0055/ssb (2307) MB1437/priA (2711) MB0003/recF (3190) MB2214/NA (3990)
mbo00071	Fatty acid degradation	28	2360.8	0.259413	0.891089	0.943490	MB3408/echA18 (31) MB3545/echA19 (197) MB2210/fadD15 (199) MB0882/fadA (672) MB1576/fadD11 (692) MB2511/echA14 (948) MB0883/fadB (1020) MB0692/echA4 (1027) MB1358/fadA4 (1349) MB2855/echA16 (1548) MB2698/echA15 (2448) MB1898/NA (2490) MB1893/adhA (2702) MB0791/aldA (2807) MB1557/adh (2925) MB1507/echA12 (2926) MB3580/echA20 (3033) MB0249/fadA2 (3067) MB3803/echA21 (3247) MB0929/echA6 (3322) MB0220/fadD4 (3394) MB0694/echA5 (3491) MB0236/fadE4 (3497) MB3164/fadE23 (3722) MB3576/fadA5 (3750) MB3553/ltp3 (3763) MB0152/NA (3889) MB1380/mbtm (3947)
mbo00280	Valine, leucine and isoleucine degradation	30	2361.1	0.291256	0.693069	0.917997	MB3408/echA18 (31) MB3545/echA19 (197) MB0882/fadA (672) MB1530/mutB (741) MB2511/echA14 (948) MB0883/fadB (1020) MB0692/echA4 (1027) MB1358/fadA4 (1349) MB2855/echA16 (1548) MB1529/mutA (1632) MB3308/accD5 (1824) MB3313/accA3 (1844) MB2271/accD6 (2055) MB2698/echA15 (2448) MB1898/NA (2490) MB0791/aldA (2807) MB1507/echA12 (2926) MB0793/NA (2965) MB3580/echA20 (3033) MB0249/fadA2 (3067) MB3803/echA21 (3247) MB0929/echA6 (3322) MB0694/echA5 (3491) MB0236/fadE4 (3497) MB2620/gabT (3505) MB3164/fadE23 (3722) MB3576/fadA5 (3750) MB3553/ltp3 (3763) MB0152/NA (3889) MB0471/lpd (4024)
mbo00380	Tryptophan metabolism	26	2370.6	0.273916	0.801980	0.943490	MB3408/echA18 (31) MB3545/echA19 (197) MB2384/amiA2 (505) MB0882/fadA (672) MB2511/echA14 (948) MB0883/fadB (1020) MB0692/echA4 (1027) MB1358/fadA4 (1349) MB2855/echA16 (1548) MB3409/amiD (1638) MB2698/echA15 (2448) MB1898/NA (2490) MB0791/aldA (2807) MB1507/echA12 (2926) MB3200/NA (2982) MB3580/echA20 (3033) MB0249/fadA2 (3067) MB3803/echA21 (3247) MB0929/echA6 (3322) MB0694/echA5 (3491) MB1294/amiB2 (3648) MB3576/fadA5 (3750) MB3553/ltp3 (3763) MB3195/aofH (3814) MB0152/NA (3889) MB0471/lpd (4024)
mbo01040	Biosynthesis of unsaturated fatty acids	2	2372.0	0.485281	0.663366	0.917997	MB1124/desA2 (1962) MB1644/tesB1 (2782)
mbo00470	D-Amino acid metabolism	3	2411.0	0.559372	0.435644	0.879208	MB0812/purQ (2258) MB1325/lysA (2262) MB1373/murI (2713)
mbo00680	Methane metabolism	11	2414.9	0.442087	0.386139	0.870914	MB1123/glyA1 (16) MB3289/fbiA (162) MB1051/eno (1802) MB0499/gpm1 (1894) MB1272/mdh (1966) MB3007/cofC (2668) MB3290/fbiB (2959) MB1206/fbiC (3519) MB0416/pta (3703) MB3691/acs (3870) MB0417/ackA (4005)
mbo00999	Biosynthesis of various plant secondary metabolites	2	2421.0	0.548600	0.425743	0.875138	MB1427/metK (2218) MB0192/bglS (2624)
mbo00903	Limonene degradation	4	2436.2	0.275315	0.881188	0.943490	MB3111/lipR (704) MB2760/ephg (2345) MB0791/aldA (2807) MB0152/NA (3889)
mbo00900	Terpenoid backbone biosynthesis	10	2437.7	0.390874	0.584158	0.913262	MB0882/fadA (672) MB1358/fadA4 (1349) MB1038/ispE (1927) MB1115/NA (2088) MB1140/lytB2 (2203) MB1898/NA (2490) MB0249/fadA2 (3067) MB2195/idsA2 (3068) MB3576/fadA5 (3750) MB3553/ltp3 (3763)
mbo00240	Pyrimidine metabolism	14	2438.2	0.528905	0.118812	0.745757	MB0329/dcd (1071) MB1415/pyrB (1782) MB1419/carB (1807) MB1416/pyrC (1817) MB1725/pyrG (1869) MB1418/carA (1947) MB2163/pyrD (2054) MB1414/pyrR (2272) MB1049/mazG (2635) MB1420/pyrF (2917) MB0238/nrdB (3219) MB0585/nrdZ (3328) MB1739/cmk (3423) MB3310/NA (3994)
mbo01250	Biosynthesis of nucleotide sugars	20	2455.7	0.458793	0.306931	0.830363	MB0119/hdda (501) MB3336/pmmB (987) MB0330/udgA (1206) MB2721/ppgK (1730) MB3493/rmlB1 (1979) MB0341/rmlA (2019) MB1020/galU (2053) MB1348/murA (2126) MB0117/gmhA (2205) MB0492/murB (2280) MB3494/rmlC (2292) MB0513/galE2 (2492) MB0116/gca (2678) MB3813/rfbB (2705) MB0550/galE3 (3313) MB1245/glgC (3521) MB0635/galT (3634) MB0669/NA (3747) MB0118/gmhb (3793) MB0636/galK (3853)
mbo00523	Polyketide sugar unit biosynthesis	5	2461.6	0.566830	0.386139	0.870914	MB3493/rmlB1 (1979) MB0341/rmlA (2019) MB3494/rmlC (2292) MB3813/rfbB (2705) MB0550/galE3 (3313)
mbo00260	Glycine, serine and threonine metabolism	13	2474.9	0.425306	0.465347	0.890577	MB1123/glyA1 (16) MB1327/thrC (1220) MB1639/trpA (1806) MB1638/trpB (1892) MB0499/gpm1 (1894) MB1326/thrA (1986) MB1328/thrB (2285) MB1585/ilvA (2595) MB1857/gcvH (2955) MB1106/cbs (3810) MB3195/aofH (3814) MB1863/gcvB (3877) MB0471/lpd (4024)
